Salary
80000.0
300000.0
50000.0
70000.0
200000.0
300000.0
350000.0
750000.0
225000.0
325000.0
80000.0
300000.0
50000.0
70000.0
200000.0
300000.0
350000.0
750000.0
225000.0
325000.0
600000.0
1200000.0
500000.0
1500000.0
500000.0
1000000.0
500000.0
1000000.0
400000.0
800000.0
